OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
50,61,New City,51721,44377,43628,13813,3.136176066,39497.27711,2808.349398,9111.445783,8251.108434,8446.807229,6174.108434,3021.807229,1411.373494,272.2771084,34.11842238,4600.156627,24603.42169,8992.542169,944.1566265,357,39179.56237,29863.99764,18733.40754,15913.88928,2819.518257,11130.59011,15340.31095,938.1378092,14402.17314,7900.707892,2523.693757,2958.393404,703.0789164,316.2991755,510737.4264,3529.762155,5732.571616,3147.571616,1085.176741,24905.44578,8001.253012,9341.361446,3736.228916,1378.168675,1580.855422,867.5783133,4707.913319,3722.458774,1720.832981,1494.723044,1015.141649,831.6575053,37273.91656,19529.36746,13492.72727,4694.681648,8800.194757,2464.145877,15959.24719,4294.505618,218.082397,5860.404494,3440.104869,1146.928839,136.2209738,492,371,5.524460108,1149.752809,1993.29588,3722.981273,9093.217228,1933.87679,1246.7603,6540.524345,5844.191011,1639.771536,688,1909.097252,2054.930233,488.7632135,213.8372093,169317.7005,8462.099366,851.141649,5105.608879,2038.67019,439.6786469,27,866.6320691,11330.47569,2151.454545,2162.251586,11032.47569,10374.42706,2460.251586,12486,Health Care,Accommodation and Food Service,Administration,Manufacturing,Retail Trade,1572,1460,1364,1348,1296,10963,Manufacturing,Wholesale Trade,Retail Trade,Transportation,Other Service,3961,1762,1082,766,763,Outside of Chicago,The Loop,Near North Side,Near West Side,New City,4819,1722,762,725,571,Outside of Chicago,New City,Brighton Park,Gage Park,Chicago Lawn,4998,571,370,291,284,,,,10726.85822,,,,,,,,,,0,0,1,0.016404769,0.076177653,0.907417578,1.708881576,3090.861791,245.4143977,0.079399991,322.8328415,0.104447518,30.45222873,0.009852342,165.0852859,0.053410763,95.55070559,0.030913937,714.8188782,0.23126847,1140.992818,0.369150384,0,0,84.91103024,0.027471636,290.8036053,0.094084959,4182.754757,3055.010571,2155.30444,4099.657505,8460.972516,2375.088795,5031.754757,2884.076216,112,120,2652.076216,4685.599869,619.4743758,1383.653088,2682.472405,1720.158344,895.195138,493.6859396,331.2772668,3334.463206,2623.471091,575.6491459,135.3429698,28641.59364,10842.30153,36680.1437,21120.92108,11218.3828,15559.22261,19684.39694,497.7738516,677.770318,9,0,0,117,89,45.97997644,6789,25948,18252,146,586,,,,,,,,,,,,,,,,,,,,,,,,,0.999017682,0.555383955,0.145995287,0.77199033,0,0,0.172919445,1,1,0.485930968
51,5,North Center,31895,31867,35114,14931,2.348000804,37094,3468,6647,8782,10480,4965,1559,704,489,34.59140789,27155,4581,842,2344,2172,37016,27949,23003,22151,846,4946,21929,4989,16940,9008,1243,5054,1338,297,583110,1949,7092,4858,682,25858,922,1437,2573,705,11653,8568,1210,1007,1221,1653,2519,6971,142107.2134,81024.91683,14581,8431,6150,1530,16111,4458,535,2942,3842,1895,1036,1375,28,5.696640044,3743,1906,1800,8662,1936.499076,2799,6008,3903,2141,1260,115,781,1897,5098,614517.0906,6040,206,639,1831,2717,647,1608.448928,14115,490,466,13783,13589,798,17390,Professional,Health Care,Finance,Education,Accommodation and Food Service,2932,1968,1833,1552,1385,11304,Finance,Professional,Manufacturing,Retail Trade,Accommodation and Food Service,2807,1206,1067,1052,932,Outside of Chicago,The Loop,Near North Side,Near West Side,North Center,4800,4579,2245,1469,601,Outside of Chicago,North Center,Lake View,Logan Square,Lincoln Square,4789,601,553,337,326,,,,11712.44417,,,,,,,,,,0,0,1,0,0,1,1.372075518,1309.788882,265.5442838,0.202738233,264.1640426,0.201684444,46.25882731,0.035317774,89.68574548,0.068473436,59.02943238,0.045067898,77.59421434,0.059241772,437.8400896,0.334282949,0,0,43.1032475,0.032908546,26.56899898,0.020284948,4004,4781,2336,3460,8685,604,5896,683,0,147,536,1281,95,158,1028,1211,179,529,503,11129,7103,3011,1015,33279,3815,33626,5031,1363,28595,2458,373,179,199,246,92,271,1166,47,21938,6496,1333,1324,804,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.804634966,0.911517569,0.029570626,0,0.06502798,1,1,0.567689868
52,29,North Lawndale,41768,35912,34794,12838,2.664511606,32106,2034,7560,7769,5733,5306,2395,882,427,32.29002896,1603,4125,25745,85,548,31102,24469,13389,10966,2423,11080,10684,622,10062,5737,802,3032,223,268,393615,4380,4579,1685,1000,20014,3955,6170,5176,1693,1945,1075,5043,2750,1582,824,912,533,31332.23684,18332.75048,11644,2766,8878,3235,14879,1583,299,4434,5457,1796,396,836,78,5.528683036,2096,2788,3459,6536,1948.420317,1568,5468,6207,1254,382,1064,1215,427,60,175735.2941,8656,1177,2346,3483,1559,91,1097.081524,10001,2282,1643,9098,8738,2546,11499,Health Care,Administration,Accommodation and Food Service,Retail Trade,Transportation,2154,1586,1207,1200,929,8759,Health Care,Manufacturing,Education,Information,Retail Trade,2722,1438,1301,1030,347,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4437,1819,856,742,375,Outside of Chicago,North Lawndale,South Lawndale,Austin,West Town,3650,341,321,273,188,,,,9708.872387,,,,,,,,,,0,0,1,0,0,1,2.010308087,2054.348519,111.370918,0.05421228,348.8282121,0.169799919,19.73373143,0.009605834,69.6387417,0.033898212,139.367253,0.067840121,222.576695,0.108344175,672.210635,0.327213532,0,0,171.579204,0.083520008,299.0431288,0.145565918,4198,2835,2027,2584,6992,2455,4652,3637,76,216,3345,3650,256,912,2482,1582,524,464,594,2229,1790,363,76,30404,1702,30072,3492,1400,26580,2783,94,28,7,90,0,24,130,336,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.218712091,0.675917973,0,0,0.113145658,1,1,0.473559661
53,13,North Park,18514,17931,17559,6658,2.607689997,18847,1492,2968,3925,3260,3671,1991,987,553,38.89534884,8611,3600,623,5289,724,18152,15389,9078,8734,344,6311,8508,909,7599,4984,755,1156,479,225,246115,1092,2972,2128,705,13022,1807,2159,2001,890,3625,2540,1276,1277,1327,702,1200,1115,64475.60976,34673.50533,6897,3581,3316,609,7506,2417,157,1027,1183,892,536,1294,0,5.686357243,318,1453,3163,2572,1950.155697,1883,2452,2205,658,308,275,1234,1418,569,327985.9485,3185,435,882,1076,770,22,1110.909823,6459,516,438,6300,5923,597,6763,Health Care,Education,Retail Trade,Accommodation and Food Service,Professional,1137,794,650,588,550,7071,Education,Health Care,Retail Trade,Manufacturing,Wholesale Trade,2499,1009,673,551,515,Outside of Chicago,The Loop,Near North Side,North Park,Near West Side,2975,987,441,306,302,Outside of Chicago,North Park,West Ridge,Albany Park,Portage Park,3303,306,291,204,191,,,,11584.02766,,,,,,,,,,0,0,1,0,0.00277091,0.99722909,3.578251959,1613.60667,249.7867968,0.1548003,248.4393484,0.153965246,4.989103994,0.003091896,68.84018496,0.042662308,393.3730463,0.243784965,73.69600731,0.045671606,309.066024,0.191537399,0.280901471,0.000174083,251.2546098,0.155709947,13.88064676,0.008602249,2170,2070,997,1660,4302,418,2595,958,80,192,686,1461,111,428,922,1318,225,601,492,2946,2124,503,319,11479,7368,17355,9303,3934,8052,2386,773,163,1293,742,462,959,2175,350,10336,2652,452,4415,659,,,,,,,,,,,,,,,,,,,,,,,,,0.996644087,0.998506855,0.530274802,0.7561896,0.625773469,0,0.121850087,1,1,0.377150314
54,10,Norwood Park,37543,37023,38303,15323,2.472949161,39550.84112,2606.145788,7330.446093,5827.98254,8528.769096,7547.637713,4209.16412,2089.895679,1410.800087,41.60553135,28712.6041,6911.436491,337.2409428,2359.468354,1230.091227,39104.46682,31604.20115,20505.04104,19520.79774,984.2432982,11099.1601,18947.22444,1661.029026,17286.19542,13787.98484,1548.562396,1406.856535,381.7916436,161,541698.4637,1434.979767,5219.895802,6389.029337,2312.915023,28290.13531,2118.345701,7097.232649,5031.687036,1845.763859,7305.109996,4891.996072,2030.790776,2042.633296,1960.191226,1952.55793,3276.286839,4083.697413,95991.22665,47665.3897,15346.15748,11863.03017,3490.90194,504.2463442,15858.69504,10774.26401,342.1153017,1378,646,905.7898707,527.9525862,1271.573276,13,6.246801486,419.1767241,2012.546336,10143.28017,3283.69181,1953.606116,1880.695043,4200.197198,6912.988147,2228.377155,636.4375,826.8492688,2689.708661,7242.692913,1025.581552,348187.8821,3262.167604,98,766.6951631,1326.082115,923.3903262,148,1207.944295,13812.77053,850.6985377,1533.386952,13276.92126,12978.92126,2069.23622,18467,Education,Public Administration,Health Care,Retail Trade,Professional,2392,2303,2227,1523,1368,11194,Health Care,Administration,Retail Trade,Accommodation and Food Service,Finance,5813,1161,678,661,493,Outside of Chicago,The Loop,Near North Side,Near West Side,Norwood Park,8492,4546,898,674,578,Outside of Chicago,Norwood Park,West Ridge,Portage Park,Dunning,6330,578,300,284,275,,,,14179.78835,,,,,,,,,,0,0.040497687,0.959502313,0,0,1,1.323134215,2799.795893,1321.487263,0.471994143,140.1808982,0.050068256,13.28932943,0.004746535,100.3893164,0.035855941,196.0111719,0.070009093,14.17060438,0.005061299,895.8481482,0.319969091,0,0,111.4527204,0.039807445,6.966441359,0.002488196,4720.903262,4640.752531,2335.064117,3649.43757,10154.7784,904.7739033,5191.379078,1343.345473,0,0,1343.345473,2272.689934,322.019221,640.5533637,1310.11735,1924.7304,761.7516439,446.6631259,716.3156297,9288.935761,6063.841679,2467.085483,758.0085989,32719.69865,6836.842855,36953.1675,11210.52191,3771.922352,25742.64559,4113.512479,3632.367166,354,804.177482,272.6699945,77,620.6699945,1099.713995,236.4107968,33176,2404,332,1212,419,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.485458708,0.824099735,0.083955268,0,0.111097469,0.94408316,0.993847875,0.25341699
55,36,Oakland,6110,5918,6799,3217,2.113459745,7413,678,1780,1274,1619,1242,480,255,85,34.76476015,286,363,6580,69,115,7413,5480,3751,2859,892,1729,2739,446,2293,1481,160,523,79,50,67625,1238,1434,517,206,4598,394,958,1023,421,1046,756,1582,578,368,184,318,365,29583.33333,30524.48037,3395,906,2489,231,3626,421,196,97,293,897,179,1526,17,4.682701203,1670,905,696,355,1995.372168,1135,1092,1055,218,126,56,256,404,128,337037.037,2480,754,825,696,149,56,846.5,3061,665,334,2927,2821,468,2467,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,522,291,272,218,181,161,Health Care,Education,Retail Trade,Real Estate,Professional,121,12,11,9,3,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,642,588,275,215,84,Outside of Chicago,Oakland,Greater Grand Crossing,Kenwood,South Shore,50,12,7,7,5,,,,10143.13125,,,,,,,,,,0,0,1,0.207171315,0,0.792828685,7.918708909,372.0367251,25.99522546,0.06987274,60.81382109,0.163461876,0.578918404,0.001556079,1.445004467,0.003884037,13.43793374,0.036119912,0,0,167.2175229,0.449465097,0,0,66.71525667,0.179324384,35.83304239,0.096315874,1644,824,388,539,1636,704,1759,1045,33,294,718,819,132,206,481,368,67,186,115,867,487,267,113,6722,691,6735,826,218,5909,281,0,19,0,0,0,46,86,394,40,58,5957,8,47,,,,,,,,,,,,,,,,,,,,,,,,,0.997116645,0.091471055,0.4748965,0.835471881,0,0,0.85812661,1,0.861285463,0.299268604
56,76,O'Hare,11665,12756,13418,6158,2.177167912,13624.03157,1000.219904,1338.559123,4081.501338,2667.840556,2444.664526,1217.726592,639.4756554,234.0438737,37.22088939,9105.261102,1248.673622,913,2061.907437,295.1894061,13667.83333,11461.55305,8197.288049,7750.073955,396.2140943,3264.265005,7492.073955,612.6629153,6879.41104,5057.086281,547.448821,1078.228564,72.99276527,123.6546088,208851.6854,584.3636364,3703.181818,1846.909091,571.7272727,10705.43339,942.2065276,2305.783307,2376.924559,553.4050294,2968.902622,1558.211343,1311.833333,1193.833333,1410.5,1063.166667,1166.5,538,62264.04633,37393.82405,6683.833333,2709.281147,3970.764057,333.3333333,7013.025358,846.2712238,72.15104741,420.5898567,464.8048512,1907.151047,181.3020948,3120.755237,0,4.510823444,575.1510474,4132.886439,2213.987872,91,1974.669833,2434.379272,3272.785006,1182.120176,73.53142227,50.20948181,675,1054.166667,793.6666667,188.3333333,239475,3934.5,0,514.6666667,2644.833333,698,77,1286.284058,6037.666667,362.3333333,646.1666667,5728.5,5586.333333,955.3333333,5397,Health Care,Retail Trade,Transportation,Education,Professional,639,515,475,456,451,44965,Transportation,Accommodation and Food Service,Administration,Professional,Finance,24300,6010,2303,2150,1402,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2968,733,413,250,195,Outside of Chicago,Austin,Portage Park,Logan Square,Lake View,30072,697,661,654,626,,,,13707.18963,,,,,,,,,,0.064837316,0.047050088,0.888112596,0.733823257,0,0.266176743,0.139860693,8536.580634,97.3369149,0.011402331,134.0275625,0.01570038,0,0,130.05798,0.015235372,49.42602824,0.005789909,32.6449638,0.003824126,6184.392011,0.724457751,0,0,1454.512136,0.170385802,454.1830369,0.053204328,2701.666667,2224.166667,958.6666667,799.3333333,3622.666667,311.1666667,3061.166667,726.9090909,22,18,686.9090909,1698.636364,147.7272727,191,1359.909091,1389.363636,193.2727273,771.5454545,424.5454545,2785.545455,2428.090909,297.6363636,59.81818182,5678.463826,7977.005627,12660.24705,8653.413183,4355.859593,4006.833869,612.7508039,4473.742765,53,114.897642,621.4654341,43,1172.456056,1016.100482,546,9486,761,249,864,305,,,,,,,,,,,,,,,,,,,,,,,,,0.788202003,0.914285714,0.45446075,0.85840708,1,0,0.072033191,1,1,0.438177874
57,15,Portage Park,65340,64124,63020,23436,2.684502475,65563,3833,11361,13261,14379,13833,5115,2486,1295,39.18423598,30443,28132,996,4114,1878,65475,53421,36571,34474,2073,16850,33885,2663,31222,21637,2957,5429,668,531,1180195,2287,9647,7906,3264,46331,5679,12503,8944,3303,10634,5268,3175,4490,3495,3211,4297,4436,78052.00872,34667.61943,23104,14133,8971,2331,25435,11622,414,5530,3444,2113,1007,1287,18,5.892393475,940,3356,6714,14425,1934.081456,3915,8865,7496,3023,2136,767,5173,7387,801,320454.9591,8771,259,2252,4660,1523,77,1163.683199,21301,1617,1803,20172,19636,2932,26495,Health Care,Retail Trade,Accommodation and Food Service,Manufacturing,Education,3302,2900,2629,2360,2099,7700,Retail Trade,Health Care,Accommodation and Food Service,Construction,Other Service,1884,1754,923,546,516,Outside of Chicago,The Loop,Near North Side,Near West Side,Portage Park,11622,4139,1789,1190,894,Outside of Chicago,Portage Park,Belmont Cragin,Dunning,Norwood Park,3517,894,423,244,201,,,,13484.92022,,,,,,,,,,0,0,1,0,0,1,1.147488439,2529.754294,939.8861709,0.371532592,402.1806155,0.15898011,41.41039523,0.016369335,144.5915464,0.05715636,89.36646142,0.035326143,19.54150972,0.007724667,812.6981428,0.321255762,0,0,70.06084636,0.027694724,10.01860571,0.003960308,5729,7441,3794,6140,15602,1712,7502,2083,0,95,1988,5320,511,915,3894,3436,1110,1251,1075,11912,8195,2715,1002,43855,21708,61730,33886,14567,27844,20148,7415,147,2238,692,52,996,1837,361,45418,15022,336,2467,2097,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.418931834,0.831799327,0,0,0.076338319,1,1,0.343007367
58,50,Pullman,8921,7325,6820,2995,2.276794658,7147,316,1157,1498,1502,1541,592,296,245,39.75908373,808,588,5542,7,202,7147,6008,3967,3339,628,2041,3221,236,2985,2142,163,556,55,69,114515,541,1622,859,267,5270,575,1292,1450,471,848,634,840,714,600,401,634,100,53577.0751,29085.55828,3289,1618,1671,482,3771,1298,1548,272,270,61,48,274,0,5.761032864,20,221,2027,1503,1948.29718,583,1532,1333,237,86,967,585,63,3,140050.3778,1639,45,911,634,49,0,964.0789474,3109,389,180,2928,2639,361,2950,Health Care,Education,Administration,Retail Trade,Transportation,525,338,311,261,250,2561,Wholesale Trade,Retail Trade,Transportation,Education,Manufacturing,578,428,334,330,283,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1202,605,206,136,58,Outside of Chicago,East Side,Roseland,South Shore,Chatham,1350,84,81,51,45,,,,13679.84409,,,,,,,,,,0,0,1,0.187356448,0.064420868,0.748222684,2.444082475,1354.489881,139.7072529,0.103143814,77.84185476,0.057469499,1.547663972,0.001142618,82.48445039,0.060897059,164.7207824,0.121610936,290.7271354,0.214639577,455.0466282,0.335954247,0,0,5.348511964,0.003948728,137.0656014,0.101193522,1519,849,540,381,1685,416,1604,474,0,13,461,897,97,317,483,600,376,163,61,1135,1035,91,9,6909,238,6831,508,193,6323,411,16,0,0,0,0,0,35,46,757,795,7262,15,92,,,,,,,,,,,,,,,,,,,,,,,,,0.918649868,0.344509948,0.387253983,0.81753401,0.276763011,0,0.303145809,1,1,0.347390777
59,54,Riverdale,9809,6482,7262,2523,2.872770511,7934,862,2364,2278,1045,960,281,83,61,24.49223602,23,214,7582,0,115,7898,5150,2973,2191,782,2177,2104,27,2077,1075,165,688,114,35,90400,1269,1317,234,85,3858,530,1446,1420,202,132,128,1691,794,157,47,161,55,17697.04433,12857.09352,2905,255,2650,299,3204,558,1557,68,90,600,281,50,0,5.01953125,118,601,2190,295,1948.801347,556,1143,1044,438,23,201,54,0,0,96726.19048,2560,1357,687,433,75,8,441.1016949,2668,1081,237,2491,2450,414,1944,Health Care,Retail Trade,Administration,Accommodation and Food Service,Transportation,416,236,219,204,198,705,Utilities,Transportation,Health Care,Manufacturing,Education,254,190,60,44,37,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,845,279,110,81,46,Outside of Chicago,Roseland,Auburn Gresham,South Shore,Greater Grand Crossing,473,13,12,11,10,1554,1367,947,9358.682746,51120345,39450592.8,55701381,15564251,25048019,6837300,0,0,103150951,0.004077716,0.978651955,0.017270329,0.66736816,0.33263184,0,3.99555372,2258.712053,87.56635478,0.038768268,180.7493589,0.080023197,0.834437622,0.000369431,38.10375628,0.016869683,58.62676479,0.025955838,246.4033501,0.1090902,1143.786938,0.506389,6.084900332,0.002693969,269.2037208,0.119184613,227.3524713,0.100655801,969,701,529,706,1831,1234,1074,1021,95,157,769,930,424,186,320,157,145,0,12,248,236,12,0,7880,54,7072,163,17,6909,154,9,0,0,0,0,0,0,0,66,160,9479,7,97,6116,3179,3477,1322,961,27.5,4987,2858,2129,454,5441,1439,2306,2853,577,778,174,8127,40,46,21,26,19,20,0,0,0.128058303,0.676231468,0.554709357,0,0.426670697,0.013487208,0.041012216,0.509172038
60,1,Rogers Park,63484,54991,55628,26402,1.978713734,55789,3400,8559,15824,12544,10004,3635,1356,467,35.12394398,24539,11102,14959,2577,2612,52348,46829,32354,30707,1640,14475,30122,4093,26029,11645,1501,10162,2364,357,955450,9995,11172,3636,453,38101,4305,6624,6551,2297,11014,7310,6339,6092,4285,3432,2601,2507,51055.16872,32645.10332,25256,7102,18154,3153,28409,1349,463,991,3480,7323,3249,11451,103,4.44700243,1322,4602,9208,13277,1942.458256,13812,9171,4050,1134,242,1404,3215,1854,593,232692.3077,17771,1298,5392,7779,3219,83,1121.945123,23509,2349,1747,22177,21193,3079,23044,Health Care,Accommodation and Food Service,Education,Professional,Retail Trade,3761,2546,2438,2277,2148,10259,Education,Health Care,Manufacturing,Accommodation and Food Service,Retail Trade,3639,2341,1865,1006,580,Outside of Chicago,The Loop,Near North Side,Near West Side,Rogers Park,8975,4006,2424,1241,1092,Outside of Chicago,Rogers Park,West Ridge,Edgewater,Uptown,4441,1092,626,499,275,,,,7052.916134,,,,,,,,,,0,0,1,0,0,1,1.366770051,1175.923754,147.5031103,0.125435948,372.2666466,0.316573796,21.59774374,0.018366619,61.06771734,0.051931698,80.63244544,0.06856945,49.88493013,0.042421909,376.5312889,0.320200428,0,0,63.46719473,0.053972202,2.972676629,0.00252795,11900,7518,2691,3147,9936,1537,15320,4658,132,518,4008,6936,514,1393,5029,4285,1031,1911,1343,8500,5749,2206,545,40922,14867,52389,17800,7464,34589,8876,1309,248,316,658,113,454,2488,3338,20170,17639,18767,4063,2845,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.530386452,0.785629053,0,0,0.032637985,1,1,0.604062437
61,49,Roseland,52723,44619,38816,15080,2.53693634,39128,2108,7252,7979,6514,8632,3462,2283,898,39.65676015,663,582,37118,96,669,38551,31765,17513,14297,3216,14252,13909,999,12910,7775,1609,3119,231,176,558365,3359,6216,2860,1457,27421,3795,7154,7977,2529,3797,2169,4053,3454,2429,1586,1625,745,45992.85714,22485.49384,13892,7233,6659,3692,17584,10246,1507,2706,1126,862,348,749,40,6.29653821,843,1373,9493,5875,1949.373393,1926,5002,6978,2615,1063,3978,3059,104,65,135419.9067,6314,323,1987,2802,1153,49,1110.459051,12010,2196,1882,10965,10636,2927,13058,Health Care,Education,Administration,Retail Trade,Transportation,2566,1413,1392,1226,1178,2723,Health Care,Education,Accommodation and Food Service,Retail Trade,Manufacturing,905,830,416,271,55,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5207,2849,849,643,215,Outside of Chicago,Roseland,West Pullman,Auburn Gresham,Morgan Park,1214,207,111,79,58,,,,12819.91011,,,,,,,,,,0,0,1,0,0.006369125,0.993630875,2.35744653,3083.418424,1126.348842,0.365292246,177.6355148,0.057609928,15.16651215,0.004918733,67.98369549,0.022048158,323.9617804,0.105065786,10.29495999,0.003338814,1125.839379,0.365127019,0,0,70.25517105,0.022784832,165.9325692,0.053814483,4728,3647,2473,3044,8611,2309,5281,2711,23,185,2503,4173,755,720,2698,2338,933,1001,404,3861,3076,702,83,38435,693,37020,949,288,36071,248,71,14,0,0,0,33,200,383,276,363,51568,31,485,,,,,,,,,,,,,,,,,,,,,,,,,0.994798338,0.982403218,0.297734034,0.708431527,0.227488501,0,0.126813616,1,1,0.417629533
